	vitalF2_MM	vitalR2_MM	vitalF2_Melt	vitalR2_Melt	organism	definition	function
ACJY01000103	1	2	42.39326550512038	42.61524588430865	Fusobacterium periodonticum ATCC 33693,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACLR01000088	2	1	44.117171336681054	49.640030514765556	Porphyromonas uenonis 60.3,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACLR01000220	2	0	52.585760538186776	53.10550860128188	Porphyromonas uenonis 60.3,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACON01000001	1	1	45.256350593220986	49.640030514765556	Eubacterium saphenum ATCC 49989,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACSC01000002	3	4	43.97365133793846	46.910318574665155	Clostridium botulinum E1 str. 'BoNT E Beluga',definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACUO01000007.31	3	2	44.55398480433837	42.61524588430865	Fusobacterium sp. 11.3.2,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ACVN01000017	2	1	47.1744519808546	52.1928900550206	Propionibacterium sp. oral taxon 191 str. F0233,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACVN01000031	2	2	45.1920345023737	45.07969382981139	Propionibacterium sp. oral taxon 191 str. F0233,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACWB01000093	3	2	54.23159624474869	50.06417179011413	Anaerostipes sp. 3.2.56FAA,definition=acetyl.CoA hydrolase.transferase domain.containing protein	acetyl.CoA hydrolase.transferase domain.containing protein	unknown
ACWK01000011	4	4	40.137703799467374	56.99789777287276	Clostridium sp. 7.3.54FAA,definition=hypothetical protein	hypothetical protein	unknown
ACWK01000021	4	0	53.518781521602136	54.241922764498895	Clostridium sp. 7.3.54FAA,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ACWK01000033	5	1	58.27655450010553	51.73128461227742	Clostridium sp. 7.3.54FAA,definition=hypothetical protein	hypothetical protein	unknown
ACXU01000005	4	4	46.06950714329736	42.33868451927128	Anaerococcus vaginalis ATCC 51170,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ACYH01000041	1	1	51.67747818060178	51.2481897652703	Treponema vincentii ATCC 35580,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ADBS01000002	6	1	40.94988692711212	48.679758699947286	Photobacterium damselae subsp. damselae CIP 102761,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ADDB01000007	2	1	45.8796117255348	46.5833623582414	Fusobacterium nucleatum subsp. polymorphum F0401,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ADDO01000043	2	1	46.60515651585399	47.56968768221708	Peptoniphilus lacrimalis 315.B,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ADDX02000001	2	0	59.23775529788054	56.751557499375735	Ruminococcaceae bacterium D16,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ADDX02000001.3	3	0	61.37080868667766	56.751557499375735	Ruminococcaceae bacterium D16,definition=hypothetical protein	hypothetical protein	unknown
ADEE02000002	3	2	44.55398480433837	42.61524588430865	Fusobacterium nucleatum subsp. animalis 21.1A,definition=hypothetical protein	hypothetical protein	unknown
ADFP01000051	2	3	59.23775529788054	48.676988461665246	Pyramidobacter piscolens W5455,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ADGP01000005	3	0	51.6528293257071	51.02928727756955	Megasphaera genomosp. type.1 str. 28L,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ADGP01000009	2	0	55.13606096262623	51.01711679016495	Megasphaera genomosp. type.1 str. 28L,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ADGP01000009.47	2	0	52.98596140919051	54.69679185293302	Megasphaera genomosp. type.1 str. 28L,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ADLD01000013	3	1	48.95218447560774	53.78917227399984	Alistipes indistinctus YIT 12060,definition=hypothetical protein	hypothetical protein	unknown
ADLQ01000022	4	0	53.518781521602136	54.241922764498895	Clostridium symbiosum WAL.14163,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ADLQ01000077	3	1	58.18749402416739	47.569687682217136	Clostridium symbiosum WAL.14163,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
ADLQ01000093	5	1	58.27655450010553	51.73128461227742	Clostridium symbiosum WAL.14163,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ADLR01000066	4	0	53.518781521602136	54.241922764498895	Clostridium symbiosum WAL.14673,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
ADLR01000070	5	4	44.13387169220829	56.99789777287276	Clostridium symbiosum WAL.14673,definition=hypothetical protein	hypothetical protein	unknown
ADLR01000129	5	1	58.27655450010553	51.73128461227742	Clostridium symbiosum WAL.14673,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
ADLZ01000027	2	1	44.507800762653915	44.69128987642466	Fusobacterium necrophorum subsp. funduliforme 1.1.36S,definition=hypothetical protein	hypothetical protein	unknown
ADVG01000004	6	1	57.505133938478195	45.462494771449826	Ktedonobacter racemifer DSM 44963,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ADVK01000010	3	1	45.23439900694535	48.679758699947286	Fusobacterium nucleatum subsp. nucleatum ATCC 23726,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ADXD01000009	3	4	41.838305955402404	51.42856871046007	Thermoanaerobacter wiegelii Rt8.B1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AE000782	4	2	50.55433090975458	50.557292707443935	Archaeoglobus fulgidus DSM 4304,definition=4.hydroxybutyrate CoA transferase (cat2.2)	4.hydroxybutyrate CoA transferase (cat2.2)	unknown
AE000782.77	2	0	55.93554932149448	52.84558276674488	Archaeoglobus fulgidus DSM 4304,definition=4.hydroxybutyrate CoA transferase (cat2.1)	4.hydroxybutyrate CoA transferase (cat2.1)	unknown
AE006470	3	0	54.0988926660749	53.59946092316119	Chlorobium tepidum TLS,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AE017220	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC.B67,definition=putative acetyl.CoA hydrolase	putative acetyl.CoA hydrolase	unknown
AE017245	3	2	46.0695071432973	45.852091036011586	Mycoplasma synoviae 53,definition=putative coenzyme A transferase	putative coenzyme A transferase	unknown
AEAA01000141	2	1	46.60515651585399	45.49278619137533	Peptoniphilus sp. oral taxon 836 str. F0141,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AECS01000021	0	2	49.39344133331133	47.118342540631204	Megasphaera micronuciformis F0359,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
AECS01000021.60	4	1	55.576726846538634	52.60966308056254	Megasphaera micronuciformis F0359,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AECU01000083	2	0	55.48831306497391	53.56778589396305	Faecalibacterium cf. prausnitzii KLE1255,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AEEH01000012	2	1	52.83899184756524	47.56968768221708	Peptoniphilus duerdenii ATCC BAA.1640,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AEES01000026	0	0	48.69114418762814	50.1397824573088	Eubacterium yurii subsp. margaretiae ATCC 43715,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AEES01000064	3	1	43.82294300452935	47.54089304316307	Eubacterium yurii subsp. margaretiae ATCC 43715,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AEIG01000056	3	1	46.731771674360004	56.45832334381106	gamma proteobacterium IMCC3088,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AENN01000018	6	6	45.906712352585316	49.342618974509605	Eremococcus coleocola ACS.139.V.Col8,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
AENO01000010	3	1	49.17835173919548	49.64003051476544	Porphyromonas asaccharolytica PR426713P.I,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AENO01000056	4	1	52.15621154167678	51.01711679016495	Porphyromonas asaccharolytica PR426713P.I,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AENP01000008	2	1	47.2858890159776	41.9171323750125	Peptoniphilus harei ACS.146.V.Sch2b,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AEQN01000030	2	0	58.187494024167336	54.69679185293302	Pseudoramibacter alactolyticus ATCC 23263,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AEVP01000019	7	3	51.55278856943886	45.226551419240934	Desulfotomaculum nigrificans DSM 574,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AEXM01000008	3	4	49.57380600883437	47.329821569972694	Anaerococcus prevotii ACS.065.V.Col13,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AEXN01000015	4	4	46.06950714329736	44.45507553425648	Anaerococcus hydrogenalis ACS.025.V.Sch4,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AEYS01000003	3	4	41.838305955402404	51.42856871046007	Thermoanaerobacter ethanolicus JW 200,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AFCR01001234	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Mississippi str. A4.633,definition=4.hydroxybutyrate.acetyl.CoA CoA transferase	4.hydroxybutyrate.acetyl.CoA CoA transferase	unknown
AFCT01001810	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Rubislaw str. A4.653,definition=4.hydroxybutyrate.acetyl.CoA CoA transferase	4.hydroxybutyrate.acetyl.CoA CoA transferase	unknown
AFCX01001549	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Wandsworth str. A4.580,definition=4.hydroxybutyrate.acetyl.CoA CoA transferase	4.hydroxybutyrate.acetyl.CoA CoA transferase	unknown
AFGF01000026	2	0	49.61860300214164	54.241922764498895	Acetonema longum DSM 6540,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AFHP02000048	3	1	43.08712441419527	43.40768567787643	Capnocytophaga sp. oral taxon 329 str. F0087,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AFIJ01000023	2	0	52.98596140919051	54.69679185293302	Megasphaera sp. UPII 199.6,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
AFMF02000037	2	1	48.919175743848655	42.56205384698069	Leptospira interrogans serovar Zanoni str. LT2156,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AFNU01000006	3	4	43.97365133793846	49.180264467548625	Haloplasma contractile SSD.17B,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AFOZ01000017	3	0	49.36077246918069	44.77117009364332	Shewanella sp. HN.41,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AFPO01000020	4	0	47.2858890159776	46.5612293724804	Idiomarina sp. A28L,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AFQD01000458	3	2	44.55398480433837	42.61524588430865	Fusobacterium nucleatum subsp. animalis ATCC 51191,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AFUG01000018	4	2	41.62082376962263	45.226551419240934	Megasphaera sp. UPII 135.E,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AFUG01000030	4	1	49.62144392379474	48.95218447560774	Megasphaera sp. UPII 135.E,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AFUG01000038	2	1	42.589113194645336	39.79087392694544	Megasphaera sp. UPII 135.E,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AFXZ01000012	4	0	41.73093328928894	48.94853477655505	Bizionia argentinensis JUB59,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AFZG01000052	0	2	43.76053259229087	45.226551419240934	Eubacteriaceae bacterium CM5,definition=hypothetical protein	hypothetical protein	unknown
AFZX01000008	6	0	54.37909414122686	50.06946082464401	Desulfitobacterium hafniense DP7,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AFZX01000118	0	0	49.39344133331133	51.02928727756955	Desulfitobacterium hafniense DP7,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AFZX01000137	1	0	49.09638758902145	45.2878743906669	Desulfitobacterium hafniense DP7,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AGAF01000174	2	1	52.985961409190566	48.679758699947286	Desulfosporosinus sp. OT,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AGBB01000193	3	2	45.079430116448805	44.69128987642466	Peptoniphilus indolicus ATCC 29427,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AGBB01000208	1	2	44.50206092771742	44.727919388827104	Peptoniphilus indolicus ATCC 29427,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AGCJ01000073	1	1	51.67747818060178	51.49258153451183	Anaeroglobus geminatus F0357,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AGCK01000019	4	6	48.95218447560785	50.0993174674328	Flavonifractor plautii ATCC 29863,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AGCK01000028	7	2	50.02288452770949	54.384103904035726	Flavonifractor plautii ATCC 29863,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AGCK01000251	3	0	58.187494024167336	56.3133312987614	Flavonifractor plautii ATCC 29863,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AGEC02000012	4	1	41.08032655347898	44.023817224047264	Myroides odoratimimus CCUG 10230,definition=hypothetical protein	hypothetical protein	unknown
AGED01000025	4	1	41.08032655347898	46.156545394846944	Myroides odoratimimus CCUG 12901,definition=hypothetical protein	hypothetical protein	unknown
AGEE01000005	4	1	41.83830595540246	48.95218447560774	Myroides odoratimimus CIP 101113,definition=hypothetical protein	hypothetical protein	unknown
AGEH01000006	3	2	44.55398480433837	42.61524588430865	Fusobacterium nucleatum subsp. animalis OT 420,definition=hypothetical protein	hypothetical protein	unknown
AGEL01000006	2	1	59.23775529788054	56.88827587688104	Lachnospiraceae bacterium ACC2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AGEL01000013	7	0	58.38526479462212	50.39602252829138	Lachnospiraceae bacterium ACC2,definition=hypothetical protein	hypothetical protein	unknown
AGEX01000003	3	0	52.585760538186776	51.524217487153635	Shewanella baltica OS625,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGFM01000017	5	1	55.935549321494534	53.55031500106685	Novosphingobium pentaromativorans US6.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGFP01000006	2	2	50.059835837160904	45.852091036011586	Mycoplasma iowae 695,definition=putative coenzyme A transferase	putative coenzyme A transferase	unknown
AGFR01000007	4	1	40.543544183079575	45.1591274667515	Commensalibacter intestini A911,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AGJA01000009	1	0	50.723966977983196	49.56331852589142	Desulfosporosinus meridiei DSM 13257,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJB01000001	4	1	48.869297233538475	45.462494771449826	Desulfitobacterium metallireducens DSM 15288,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJB01000003	2	1	49.88371838414719	49.21409784484706	Desulfitobacterium metallireducens DSM 15288,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJB01000013	0	2	45.1920345023737	45.03387912321216	Desulfitobacterium metallireducens DSM 15288,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJB01000015	2	1	45.23439900694535	50.96081976900018	Desulfitobacterium metallireducens DSM 15288,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJD01000010	2	1	49.13609974590372	46.11861872201109	Bacillus sp. 1NLA3E,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AGJE01000004	6	0	51.669590432414736	48.94853477655511	Desulfitobacterium dichloroeliminans LMG P.21439,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJE01000010	1	0	47.69168225327428	47.42993043957074	Desulfitobacterium dichloroeliminans LMG P.21439,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJE01000033	1	2	50.723966977983196	50.31619323748714	Desulfitobacterium dichloroeliminans LMG P.21439,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJG01000002	1	0	52.120901395520434	52.141437835244915	Desulfosporosinus acidiphilus SJ4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJG01000006	4	2	47.56968768221702	46.811983277870524	Desulfosporosinus acidiphilus SJ4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJG01000012	7	1	53.57762519831698	45.49278619137533	Desulfosporosinus acidiphilus SJ4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJG01000018	1	1	48.593416567631095	49.44058809118866	Desulfosporosinus acidiphilus SJ4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJM01000008	5	2	57.33783629412204	57.585723079829165	Geobacter metallireducens RCH3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJM01000008.28	3	2	56.13198227941558	57.52456947099881	Geobacter metallireducens RCH3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJM01000034	5	2	57.56659005521152	56.45832334381106	Geobacter metallireducens RCH3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJQ01000002	1	2	48.6911441876282	47.10053338580104	Desulfotomaculum gibsoniae DSM 7213,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJQ01000006	2	1	48.77484602521247	52.60966308056254	Desulfotomaculum gibsoniae DSM 7213,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
AGJQ01000017	1	2	45.03387912321216	48.040022837782715	Desulfotomaculum gibsoniae DSM 7213,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
